"","sub_pid","client_property_id","account","actions_de","actions_en","costs","sqm","rental_units","year_construction","year_last_renovation","roof","windows","face_of_building","heating","main_type_of_use","vacancy_rate"
"1289","49_01","3166","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",344.12,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1290","49_01","3166","5250","Sanitärinstallation","sanitary installation",780.64,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1291","49_01","3166","5255","Betonarbeiten","concrete work",50,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1292","49_01","3166","5280","Malerarbeiten","painting and decorating",361.42,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1293","49_01","3166","5290","Fußbodenarbeiten","floor",1544.9,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1294","49_01","3166","5300","Fenster / Glaserarbeiten","windows",1556.21,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1295","49_01","3166","5310","Elektroarbeiten","electrics",691.89,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1296","49_01","3166","5360","Heizkörper / WMZ","heating elements",285.21,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1297","49_01","3166","5450","Dachdecker","slater",614.08,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1298","49_01","3166","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",24266.05,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1299","49_01","3166","5600","Nicht umlegb. HM-Kosten","not addable costs",343.05,243,4,NA,NA,NA,NA,NA,NA,"residential",50
"1300","49_01","3167","5201","Strom / Gas Leerstand","power/gas (vacancy)",1503.75,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1301","49_01","3167","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",126.05,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1302","49_01","3167","5250","Sanitärinstallation","sanitary installation",482.54,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1303","49_01","3167","5270","Schlösser / Schlüssel","locks/keys",38,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1304","49_01","3167","5300","Fenster / Glaserarbeiten","windows",79.66,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1305","49_01","3167","5310","Elektroarbeiten","electrics",302.13,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1306","49_01","3167","5340","Außenanlagen","outdoor facilities",1984.19,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1307","49_01","3167","5360","Heizkörper / WMZ","heating elements",185.37,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1308","49_01","3167","5450","Dachdecker","slater",359.03,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1309","49_01","3167","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",5441.48,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1310","49_01","3167","5600","Nicht umlegb. HM-Kosten","not addable costs",545.45,393,6,1923,1970,NA,NA,"finery","coal","residential",100
"1311","49_01","3168","5201","Strom / Gas Leerstand","power/gas (vacancy)",168.25,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1312","49_01","3168","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",1129.32,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1313","49_01","3168","5250","Sanitärinstallation","sanitary installation",1169.3,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1314","49_01","3168","5260","Zargen / Türen","doors",49.2,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1315","49_01","3168","5270","Schlösser / Schlüssel","locks/keys",63.88,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1316","49_01","3168","5280","Malerarbeiten","painting and decorating",719.48,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1317","49_01","3168","5290","Fußbodenarbeiten","floor",74.7,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1318","49_01","3168","5300","Fenster / Glaserarbeiten","windows",67.22,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1319","49_01","3168","5310","Elektroarbeiten","electrics",669.62,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1320","49_01","3168","5320","Feuerlöscher","fire-extinguisher",58.82,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1321","49_01","3168","5350","Klingeln","doorbells",197.5,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1322","49_01","3168","5360","Heizkörper / WMZ","heating elements",39,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1323","49_01","3168","5410","Heizungsanlagen","heating system",1028.51,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1324","49_01","3168","5420","Schädlingsbekämpfg.-Inst.","crop spraying",72.34,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1325","49_01","3168","5450","Dachdecker","slater",703.8,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1326","49_01","3168","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",2605.05,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1327","49_01","3168","5600","Nicht umlegb. HM-Kosten","not addable costs",557.7,402,6,1923,1994,NA,NA,"finery","gas central","residential",17
"1328","49_01","3169","5201","Strom / Gas Leerstand","power/gas (vacancy)",587.74,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1329","49_01","3169","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",997.68,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1330","49_01","3169","5250","Sanitärinstallation","sanitary installation",768.06,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1331","49_01","3169","5255","Betonarbeiten","concrete work",50,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1332","49_01","3169","5260","Zargen / Türen","doors",1053.36,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1333","49_01","3169","5270","Schlösser / Schlüssel","locks/keys",358.6,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1334","49_01","3169","5280","Malerarbeiten","painting and decorating",934.79,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1335","49_01","3169","5290","Fußbodenarbeiten","floor",126.05,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1336","49_01","3169","5300","Fenster / Glaserarbeiten","windows",224.55,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1337","49_01","3169","5310","Elektroarbeiten","electrics",70.03,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1338","49_01","3169","5340","Außenanlagen","outdoor facilities",100,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1339","49_01","3169","5350","Klingeln","doorbells",42.76,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1340","49_01","3169","5360","Heizkörper / WMZ","heating elements",907.08,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1341","49_01","3169","5410","Heizungsanlagen","heating system",706.29,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1342","49_01","3169","5450","Dachdecker","slater",1501.06,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1343","49_01","3169","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",5002.99,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1344","49_01","3169","5600","Nicht umlegb. HM-Kosten","not addable costs",689,499,10,1923,1995,NA,NA,"finery","gas central","residential",40
"1345","49_01","3170","5200","Instandhaltungskosten","maintenance",45.65,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1346","49_01","3170","5201","Strom / Gas Leerstand","power/gas (vacancy)",8478.44,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1347","49_01","3170","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",1116.01,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1348","49_01","3170","5240","Zimmererarb./Holzschutz","carpenter work",75,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1349","49_01","3170","5245","Trockenbau","dry construction",200,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1350","49_01","3170","5250","Sanitärinstallation","sanitary installation",1962.97,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1351","49_01","3170","5260","Zargen / Türen","doors",1205.71,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1352","49_01","3170","5270","Schlösser / Schlüssel","locks/keys",306.86,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1353","49_01","3170","5280","Malerarbeiten","painting and decorating",855.57,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1354","49_01","3170","5300","Fenster / Glaserarbeiten","windows",535.05,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1355","49_01","3170","5310","Elektroarbeiten","electrics",1165.38,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1356","49_01","3170","5340","Außenanlagen","outdoor facilities",245,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1357","49_01","3170","5350","Klingeln","doorbells",75.23,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1358","49_01","3170","5360","Heizkörper / WMZ","heating elements",1972.25,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1359","49_01","3170","5380","Sonstiges","other",457.26,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1360","49_01","3170","5390","Sperrmüll-Inst.","bulky waste",71.5,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1361","49_01","3170","5410","Heizungsanlagen","heating system",1003.43,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1362","49_01","3170","5450","Dachdecker","slater",236.03,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1363","49_01","3170","5460","nicht umlegb. Reinigung","cleaning",185,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1364","49_01","3170","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",24,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1365","49_01","3170","5600","Nicht umlegb. HM-Kosten","not addable costs",2116.65,1546,30,1923,1994,NA,NA,"finery","coal","residential",54
"1366","49_01","3173","5201","Strom / Gas Leerstand","power/gas (vacancy)",280.04,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1367","49_01","3173","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",93.03,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1368","49_01","3173","5240","Zimmererarb./Holzschutz","carpenter work",23,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1369","49_01","3173","5250","Sanitärinstallation","sanitary installation",2625.89,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1370","49_01","3173","5260","Zargen / Türen","doors",140,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1371","49_01","3173","5280","Malerarbeiten","painting and decorating",534.46,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1372","49_01","3173","5310","Elektroarbeiten","electrics",903.2,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1373","49_01","3173","5360","Heizkörper / WMZ","heating elements",166.73,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1374","49_01","3173","5410","Heizungsanlagen","heating system",624.6,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1375","49_01","3173","5450","Dachdecker","slater",474.99,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1376","49_01","3173","5460","nicht umlegb. Reinigung","cleaning",67.23,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1377","49_01","3173","5600","Nicht umlegb. HM-Kosten","not addable costs",783.74,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1378","49_01","3173","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",3586.42,558,10,1930,1994,NA,NA,"finery","gas central","residential",13
"1379","49_01","3175","5201","Strom / Gas Leerstand","power/gas (vacancy)",4570.89,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1380","49_01","3175","5250","Sanitärinstallation","sanitary installation",240.52,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1381","49_01","3175","5300","Fenster / Glaserarbeiten","windows",291.76,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1382","49_01","3175","5310","Elektroarbeiten","electrics",314.8,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1383","49_01","3175","5360","Heizkörper / WMZ","heating elements",988.64,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1384","49_01","3175","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",1403.16,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1385","49_01","3175","5600","Nicht umlegb. HM-Kosten","not addable costs",808.05,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1386","49_02","3171","5201","Strom / Gas Leerstand","power/gas (vacancy)",93.15,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1387","49_02","3171","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",118.83,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1388","49_02","3171","5250","Sanitärinstallation","sanitary installation",245.9,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1389","49_02","3171","5260","Zargen / Türen","doors",252.48,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1390","49_02","3171","5280","Malerarbeiten","painting and decorating",210.09,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1391","49_02","3171","5300","Fenster / Glaserarbeiten","windows",50.42,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1392","49_02","3171","5310","Elektroarbeiten","electrics",804.03,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1393","49_02","3171","5340","Außenanlagen","outdoor facilities",139.25,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1394","49_02","3171","5350","Klingeln","doorbells",70.14,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1395","49_02","3171","5360","Heizkörper / WMZ","heating elements",577.84,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1396","49_02","3171","5380","Sonstiges","other",32.5,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1397","49_02","3171","5410","Heizungsanlagen","heating system",89.75,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1398","49_02","3171","5600","Nicht umlegb. HM-Kosten","not addable costs",543.9,576,10,1935,NA,NA,NA,"finery","coal","residential",91
"1399","49_02","3172","5200","Instandhaltungskosten","maintenance",50,223,8,1925,1996,NA,NA,"finery","gas central","residential",15
"1400","49_02","3172","5201","Strom / Gas Leerstand","power/gas (vacancy)",100.91,223,8,1925,1996,NA,NA,"finery","gas central","residential",15
"1401","49_02","3172","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",526.05,223,8,1925,1996,NA,NA,"finery","gas central","residential",15
